healthcare providers,0.31228312107398004,4.822073459625244,3.5154571533203125,2fac37ae-2191-4028-bc23-b9caa05586cd,comm_use_subset/Public Health Response Systems In-Action: Learning from Local Health Departments' Experiences with Acute and Emergency Incidents,"For each incident, we also calculated the relative contribution or the proportion of initiated response activities to which a participating agency contributed. The vast majority of partner organizations contributed to a very limited proportion of the overall response activities. For example, volunteer organizations were primarily involved in mass care and sheltering or volunteer management activities, whereas the involvement of environmental or agricultural entities was mostly limited to environmental investigation and information sharing. Of forty-one organization types, only five contributed to more than ten percent of the response activities initiated during a response, including: local public health agencies, which contributed to a mean of 79 percent of response activities, state public health agencies (38% of response activities), healthcare providers (21%), first responders (14%), emergency management agencies (13%), and law enforcement agencies (11%).",20.163813733837735,12.476729705257817
"They need to regularly meet, listen to, and become familiar with community representatives and residents",0.33006393246495114,4.25614070892334,5.206137657165527,c0876c49-4ccf-4442-81fd-d4943068429e,comm_use_subset/Serial Multiple Mediation Analyses: How to Enhance Individual Public Health Emergency Preparedness and Response to Environmental Disasters,"Trust in government can increase emergency cooperation behaviors [24] [25] [26] , and this was tested again in the context of PHEP. To improve PHEP cooperation behaviors, the level of trust in government should be increased, and the government should build good relationships with the community and the public. The executors and planners of emergency and preparedness need to be part of the community. They need to regularly meet, listen to, and become familiar with community representatives and residents. The content of these meetings may be public health information of interest to residents as well as emergency preparedness topics. Knowledge is a significant predictor for both types of PHEP, so disaster-related education programs should be developed and promoted throughout the community. The content and form of programs should be well-designed and based on the particular learning needs of different target groups, such as the 'trickle-down' process of dissemination for children. Community groups can be established for women, and special education can be provided for elderly and disabled people [44] . Because trust in government can promote cooperation behaviors, programs for education need to include an introduction to disaster-related government rules, procedures, actions, and events.",11.38763287832846,10.136152445372725
Department of Homeland Security,0.22056193757111253,3.636014461517334,3.0725739002227783,370e1557-b0f5-4a7f-94da-7bba3bd8fb17,comm_use_subset/Public Health Response Systems In-Action: Learning from Local Health Departments' Experiences with Acute and Emergency Incidents,"Eighty percent of participants indicated that their health department developed a report describing their response efforts. Approximately two-thirds of these health departments developed after-action reports, which were disseminated internally (66% of AARs), to contributing agencies (46%), or to the state health department (37%). In only 11 instances was a summary report widely disseminated, either in the peer-reviewed literature (4% of all events), in the Morbidity and Mortality Weekly Report (3%), or through the Department of Homeland Security Lessons Learned and Information Sharing web portal (LLIS, 2%).",13.738086653336662,9.168912763798904
policymakers and health providers,0.3456007704978004,4.370743274688721,4.1952314376831055,99eaf6c1-4a9d-4ab6-b89c-554bb12f128a,comm_use_subset/medicina Utilisation of and Attitude towards Traditional and Complementary Medicine among Ebola Survivors in Sierra Leone,"Findings from our study have provided insights into the reasons for T&CM use among Ebola survivors in Sierra Leone. Ebola survivors who are T&CM users value safety, personal experience of effectiveness, patient autonomy and the need to boost the body's immunity when using T&CM. Such reasons for T&CM use among Ebola survivors are useful to conventional health providers, in improving practitioner-patient communication regarding T&CM and identify survivors' beliefs about T&CM that might be targets for public education among Ebola survivors by policymakers and health providers. ",9.974752205664076,9.059046835024114
patient transport and coordinating family assistance centers,0.31591529082715714,3.6709630489349365,4.501380920410156,a90055c8-ceb9-4686-9db8-e3d71df46785,comm_use_subset/Public Health Response Systems In-Action: Learning from Local Health Departments' Experiences with Acute and Emergency Incidents,"Essential Response Activities. Our measure of essential response activities, shown as horizontal gray bars in Figure 3 , provides a summary of activities that were perceived as ''absolutely necessary'' to the overall response. For the urgent events in our study, activities most commonly reported to be essential were: epidemiology and surveillance for infectious disease events; environmental health and mass care and sheltering for severe weather events; environmental investigations and information management for chemical events; information management for events involving biological agents; public information and warning for radiation events, and ''other'' for mass casualty events, including patient transport and coordinating family assistance centers.",9.958729309219436,8.797578838301114
information sharing and management,0.24956702651769958,2.386277437210083,2.4311680793762207,54296160-bcd2-40c0-8fae-228047971979,comm_use_subset/Public Health Response Systems In-Action: Learning from Local Health Departments' Experiences with Acute and Emergency Incidents,"In response to the urgent events included in our study, the number and type of public health activities initiated by response systems varied considerably ( Figure 3 ). Of the 19 activity categories, urgent event response efforts involved between 3 and 18 types of activities, with a mean of ten activities per event. The response activities most commonly initiated were those related to: information sharing and management (100% of events), public health surveillance and epidemiology (98%), emergency public information and warning (89%), non-pharmaceutical interventions (88%), environmental or product investigation (82%), consulting subject matter experts (79%), public health laboratory testing (74%), and emergency operations management (65%).",15.016730640886593,8.387195310091405
"antiviral drugs, healthcare providers, hospital beds, medical supplies, and logistics",0.2115281563692037,2.927140951156616,4.170654773712158,7daaf9dd-0ae6-4367-b62d-aa224a66f077,comm_use_subset/Predictive and Reactive Distribution of Vaccines and Antivirals during Cross-Regional Pandemic Outbreaks,"The nation's ability to mitigate a pandemic influenza depends on the available emergency response resources and infrastructure, and, at present, challenges abound. Predicting the exact virus subtype remains a difficult task, and even when identified, reaching an adequate vaccine supply can currently take up to nine months [4, 5] . Even if the existing vaccines prove to be potent, their availability will be limited by high production and inventory costs [6, 7] and also will be constrained by the supply of antiviral drugs, healthcare providers, hospital beds, medical supplies, and logistics. Hence, pandemic mitigation will have to be done amidst limited availability of resources and supporting infrastructure. This challenge has been acknowledged by WHO [7] and echoed by the HHS and CDC [8, 9] .",10.014467161705204,8.118630727761524
healthcare providers to be knowledgeable about the safety and efficacy of commonly used T&CM among Ebola survivors,0.2032933281716255,1.904813528060913,2.8108601570129395,0a2bff26-8764-4356-b02a-73fbbe369194,comm_use_subset/medicina Utilisation of and Attitude towards Traditional and Complementary Medicine among Ebola Survivors in Sierra Leone,"The majority of T&CM users and non-users amongst the Ebola survivors in our study agreed that medical doctors should be able to advise their patients about T&CM. Although this is in contrast to some studies in other conditions and in other countries [27] , our finding suggests that Ebola survivors in Sierra Leone regardless of their T&CM use status will prefer to get advice about T&CM from a conventional medicine provider. The expectation of Ebola survivors for conventional medicine practitioners to be able to provide advice on T&CM illustrates a potential need for healthcare providers to routinely initiate and incorporate discussions about T&CM during consultation with Ebola survivors. The provision of evidence-based information on T&CM to patients requires healthcare providers to be knowledgeable about the safety and efficacy of commonly used T&CM among Ebola survivors.",12.290321257750332,7.36680033551062
centralized data collection and sharing,0.31316707275018785,2.2346160411834717,2.9118638038635254,8af19949-eb9d-4ef0-a45f-0ecbb16553ec,comm_use_subset/BMC Public Health Beyond traditional surveillance: applying syndromic surveillance to developing settings -opportunities and challenges,"These types of surveillance can also be applied to the developing world. In the Pacific region, there are four distinct levels of foodborne disease surveillance: no formal surveillance, syndromic surveillance, laboratory or pathogen-specific methods, and integrated food chain surveillance [45] . Vanuatu and Solomon Islands primarily use syndromic surveillance. Few countries have specialized laboratory surveillance, and thus information on specific pathogens is limited. A regional approach under the Pacific Public Health Surveillance Network would include development of uniform case definitions for reporting as the basis for syndromic surveillance and facilitate centralized data collection and sharing [45] .",9.7781674397827,6.767570503204493
healthcare providers proactively seek to ask about survivors' possible T&CM use,0.31484762836218755,2.393777370452881,1.33812415599823,ecdfd676-d2d6-470c-a7b8-63b64db974fe,comm_use_subset/medicina Utilisation of and Attitude towards Traditional and Complementary Medicine among Ebola Survivors in Sierra Leone,"T&CM is perceived to allow patients to take ownership of their health and well-being by allowing them to actively seek information and make decisions about treatment modalities that prove to be beneficial without being instructed on what to do [26, 53] . Ebola survivors' sense of control on one hand may affect their willingness to disclose their T&CM use status to their healthcare provider as disclosure of T&CM may be perceived by patients as shifting the power to their healthcare provider to make health decisions for them [53] . On the other hand, the sense of control that T&CM provides may also make survivors more assertive and therefore more communicative with their healthcare provider [53] . Notwithstanding, it is important that healthcare providers proactively seek to ask about survivors' possible T&CM use as decisions regarding the efficacy and safety of T&CM often fail to be informed by reliable information sources [42] , and such use may be indicative of unmet needs.",11.196050475466048,6.344353658606339
