"The goal of the global action plan is to ensure, for as long as possible",0.15354856647362017,1.0170612335205078,1.4358880519866943,382905d0-e505-4923-b1e0-69f8bdf705c6,comm_use_subset/Editorial: Biological Engagement Programs: reducing threats and Strengthening Global Health Security through Scientific Collaboration The Editorial on the Research Topic Biological Engagement Programs: Reducing Threats and Strengthening Global Health Security Through Scientific Collaboration,"Selection pressures may also force rapid evolution in species with short generation times, such as microbes. Antimicrobial resistance (AMR) is an example of rapid evolution in response to selection pressures, primarily in response to antimicrobial drugs. AMR is now considered a major global threat to public health (6, 7) . In 2015, the World Health Assembly endorsed a global action plan to tackle AMR, with a primary focus on antibiotic resistance (8) . AMR is occurring everywhere in the world, compromising the ability to treat infectious diseases with life-saving drugs of the past such as penicillin. The goal of the global action plan is to ensure, for as long as possible, continuity of successful treatment and prevention of infectious diseases with effective and safe medicines that are quality-assured, used in a responsible way, and accessible to all who need them. Again, because antimicrobial selection pressures may vary between country and region, international collaboration is required to tackle the challenge of increasing antimicrobial-resistant pathogens. Antimicrobial-resistant microbes also know no borders.",45.93895050882686,17.673049713669084
In order to avoid problems from the delay of disbursements and ensure the effectiveness of funding for basic public health services,0.28366679207495754,2.709594964981079,3.288261890411377,448c7658-a093-4e00-8f24-af0123eeffc7,comm_use_subset/Financing strategies to improve essential public health equalization and its effects in China,"In order to avoid problems from the delay of disbursements and ensure the effectiveness of funding for basic public health services. A large proportion (50%) of public health funds are allocated by capitation at the beginning of each fiscal year. According to the performance assessment system, subsequent funds are linked to the facility's actual delivery of services, which includes organization and management, responsible use of funds, productivity in completed tasks, quality, timeliness, socio-economic benefits, sustainable impact, social satisfaction, and other metrics. These payments can therefore increase the incentives to provide basic public health services in primary health care facilities and ensure funds are spent as intended by policymakers.",36.2098930531208,16.572069524597374
biosecurity,0.27078989019932426,1.4487709999084473,2.0180208683013916,a1c488b6-185b-4e39-8bde-44c42ab912e1,comm_use_subset/Strengthening field-based training in low and middle-income countries to build public health capacity: Lessons from Australia's Master of Applied Epidemiology program,"Low and middle income countries often have a porous patchwork of surveillance systems and inadequate resources to develop and implement effective early warning and response systems [9, 13, 14] . Deficiencies have been identified in four critical areas: health infrastructure; scientific methods and concepts of operation of surveillance and response programs; essential human, financial and technical resources; and international policies [9] . Many of these deficiencies are the result of long-term under-investment in health infrastructure [14, 15] . Donor funding that focuses on targeted surveillance programs for specific diseases may de-stabilise the already fragile public health capacity of LMIC by, for example, drawing funds and professionals away from other essential public health activities [13, 14] . For poor countries, the social and economic costs of existing diseases can be crippling. In sub-Saharan Africa, for example, infectious diseases account for 63% of all deaths, and 61% of DALYs (disability adjusted life years) [16] . Thus, while rich countries speak of the need to improve public health capacity in LMIC to ensure biosecurity, poor countries continue to speak of public health capacity as a way of addressing the dangers posed by existing disease within their countries.",39.51744774043398,16.084521423488287
"Simple monitoring tools can facilitate effective epidemic control, but require the translation of this early warning information into timely public health action.",0.2170518410945832,2.3398032188415527,2.9899559020996094,b560c878-e45c-4e16-9bdd-87ee631ff85b,comm_use_subset/BMC Public Health Beyond traditional surveillance: applying syndromic surveillance to developing settings -opportunities and challenges,"Although syndromic surveillance can provide useful early warning of diseases such as malaria, there are no guidelines for what to do with the information provided. It is still necessary to have a robust public health infrastructure for investigation of cases and implementation of an effec- [54] tive control program as with any surveillance system. Simple monitoring tools can facilitate effective epidemic control, but require the translation of this early warning information into timely public health action.",34.341799474639274,15.4839732447355
"POCT-trained public health practitioners will better prepare society for crises, while also delivering diagnoses and primary treatment directly to people in need",0.11507344385398102,1.4415557384490967,1.572738766670227,47c9f113-626f-4546-a024-464487d9bfc4,"comm_use_subset/Point-Of-Care Testing Curriculum and Accreditation for Public Health-Enabling Preparedness, Response, and Higher Standards of Care at Points of Need","POCT-trained public health practitioners will better prepare society for crises, while also delivering diagnoses and primary treatment directly to people in need. Distributed POC knowledge will help answer calls for action in the U.S. and abroad. The technology of diagnostics is changing rapidly, supported by progress in information technology, network analysis (41), geospatial sciences (42) , and molecular diagnostics (43) .",37.32695047291607,15.023724093848184
no funding is allocated from WHO,0.16427796436538544,1.9644708633422852,1.6145585775375366,80f8d2ea-7f21-41e9-aeb7-f00363e717e7,comm_use_subset/BMC Public Health Beyond traditional surveillance: applying syndromic surveillance to developing settings -opportunities and challenges,"Syndromic surveillance may be especially useful for early epidemic control of certain vector borne diseases as well as for diseases of public health importance that have the potential to cross international boundaries. Examples of current applications of syndromic surveillance in developing countries are summarized in Table 1 . The IHR mandated the reporting of diseases of international importance; surveillance for syndromes may facilitate compliance with this IHR requirement. There is currently no infrastructure in place to enforce these guidelines, and each country must design a national surveillance system that can allow for timely detection and notification of these disease outbreaks. Although WHO is required to assist countries in developing capacity to meet these requirements, no funding is allocated from WHO for this purpose. Thus, improving countries' national public health infrastructure and reporting capabilities will require large financial and technical support, likely from countries with existing automated reporting [9] . Improvements in the communication infrastructure, including Internet access, will need to occur to allow electronic communication and enhance the timeliness of reporting. Furthermore, investment in training in epidemiology, field investigation, and information technology are vital to the future success of broader surveillance activities.",35.95379305410028,14.910196705506982
Centers for Disease Control and Prevention,0.19255014071689175,2.868237257003784,2.9169554710388184,3b456f35-6434-4b92-a0ec-1d3746161e09,"comm_use_subset/BMC Health Services Research Using Ontario's ""Telehealth"" health telephone helpline as an early-warning system: a study protocol","In order to meet this need, we plan on implementing the Centers for Disease Control and Prevention ""Framework for Evaluating Public Health Surveillance Systems for Early Detection of Outbreaks,"" [45] . As part of the routine evaluation of this surveillance system, it is our intention to compare syndromic surveillance activity monitored by the Telehealth Project (both retrospectively and prospectively) with emergency department syndromic surveillance activity. At present, the Ontario Emergency Department Syndromic Surveillance System only monitors hospitals located in Kingston, Ontario.",31.46702199609656,14.773832971861488
Prevention of Aedes-borne diseases needs comprehensive national strategic action plan,0.13267660694317834,2.878556966781616,2.5169131755828857,48b34fb7-be81-475c-8bc0-cd5dc536c487,"comm_use_subset/Zika Virus Infection, Basic and Clinical Aspects: A Review Article","Although no countries of the Eastern Mediterranean Region of WHO have reported importation of Zika virus disease or autochthonous transmission, however, of the 22 countries in the Region, the following 8 have reported dengue outbreaks in recent years and/or have the presence of com-petent Aedes mosquitoes: Djibouti, Egypt, Oman, Pakistan, Saudi Arabia, Somalia, Sudan and Yemen. Some of these countries are particularly vulnerable to emerging of Zika virus, because of the fragility of health systems, weakness of disease surveillance systems, the inadequacy of response capacities, and a suboptimal level of public health preparedness (29-31). Pakistan is the most-at-risk country in the Region, primarily due to a large number of travelers to and from the Americas, dense urban populations, a documented large epidemic of dengue, and the most favorable climatic conditions for the reproduction of Aedes mosquitoes (29). In Iran, national committee of Aedes-borne diseases recommended enhancement of surveillance after 2016 and updated national guidelines of surveillance and clinical management of suspected cases, especially for travelers returning from at-risk countries. As of Sep 2018, all of the samples from suspected cases of Zika virus sent to the National Laboratory of Aedesborne diseases were shown to be negative. Prevention of Aedes-borne diseases needs comprehensive national strategic action plan with ""one health"" approach and close collaboration between community, academic, and public health authorities. Global map of Zika virus infection demonstrated in (Fig. 2) and areas potentially at risk of Zika in (Table 1) . ",31.46890630043869,14.521172797690468
• Assessment,0.3866960099234391,1.849698543548584,2.041050910949707,998835bb-a9db-4016-a8ee-2a550e6fec57,comm_use_subset/Strengthening field-based training in low and middle-income countries to build public health capacity: Lessons from Australia's Master of Applied Epidemiology program,"• Assessment: aims to identify, define and prioritise public health problems and needs systematically, to respond to public health emergencies, to identify resources and to get commitment and inputs from people who will have to act on the results. It includes monitoring and analysing the health status of the population through the development, implementation and evaluation of surveillance and other health information systems.",34.14867638191417,14.481023879093849
Resources are vital to ensure successful service integration,0.2187355005071436,1.5096418857574463,2.515824317932129,1c9fde03-56bb-48ef-a03d-b570993b62da,comm_use_subset/Factors influencing integration of TB services in general hospitals in two regions of China: a qualitative study,"Resources are vital to ensure successful service integration [11, 31] . The hospital in SC appeared to have more patient-centered care, while the hospital from GN appeared to be more profit-oriented. It is suggested that these differences in mentality were due to differences in resource allocation systems, and security of funding. Following the financial decentralization, performance-based payment systems have been prevalent in Chinese public hospitals, which may have encouraged gaming within the health system to raise additional funds by charging from patients [32] . This approach is not encouraged in the TB clinics, however it is entrenched within practice as operational costs are not fully met by the government. Loss of income due to free TB treatment policy may be a universal concern [11] . Hospital providers may thus comprise the standardised TB treatment through unnecessary prescription of drugs, tests and admissions for general TB patients. These distorted incentives constrain the patient-orientated care provision and can negatively impact on the care of patients. While government funding has largely improved for public health facilities such as CDC, there is an urgent need to increase funding to subsidize the newly integrated public-health services in the hospital. The resource allocation mechanisms in TB control seemed to favor the CDC, and so hospitals may suffer from a ""reallocation"" of the TB control budget from the CDC. Integration requires transfer of funds for care from the CDC to the hospital. An appropriate budgeting mechanism needs to be explored to ensure equitable allocation of resources and successful integration as in the case of SC. Different practices of hospitalizing TB patients in SC and GN could also reflect the conflicts between the clinical and public health perspectives of TB care delivery. Clinicians in the hospital should be educated to improve the public health awareness, and specifically implement an outpatient-based systematic public health TB approach. Both sites presented the challenges of retaining qualified TB personnel. To ensure that TB services are sustainable and maintain a high quality of care, fair pay should be provided to attract and stabilize a motivated and skilled workforce.",33.49794554574462,14.340833973408841
