Clinico-laboratory findings in HD patients,0.5611274302307655,3.058316469192505,5.056225776672363,21974d04-9b83-4b0d-b0c5-f90f3a901fb7,comm_use_subset/Inevitable isolation and the change of stress markers in hemodialysis patients during the 2015 MERS- CoV outbreak in Korea OPEN,"Clinico-laboratory findings in HD patients. Forty-five percent of the patients were undergoing dialysis because of diabetes mellitus end-stage renal disease (DM-ESRD) ( Table 1 ). The average value of the Charlson comorbidity index was 4.52 ± 1.86. The Hct were decreased at M1, then recovered at M3 (Fig. 1 , Table 2 ). The level of kt/v at M1 was lower than the levels before and after the MERS isolation period, but a significant difference was found only between the level of M1 and M3. The indoxyl sulfate (IS) level was not decreased at M0-M1. The levels of IS at M3 were significantly higher than those at M0 and M1 (Fig. 1) . The levels of IS at M0 closely correlated with those at M1 and M3 ( Supplementary Fig. S1 ). Two HD patients died during quarantine. The first death was ascribed to aspiration pneumonia in an 88-year-old female patient with hypertensive ESRD. The second death was caused by mechanical ileus and pneumonia in a 91-year-old female with hypertensive ESRD. www.nature.com/scientificreports www.nature.com/scientificreports/ Effect of isolation on the level of ccf-gDNA. Segregation affected the levels of circulating cf-DNA. The ccf-gDNA (LPL) was significantly elevated at M0, irrespective of whether the subject was a patient or staff member (Fig. 2) . The levels of ccf-gDNA decreased over time, but the decrease was delayed in HD patients. At M1, ccf-gDNA levels were significantly higher in HD patients than in the medical staff. The ccf-gDNA level initially abruptly decreased in medical staff but slowly reduced in HD patients. The delta value of ccf-gDNA between M0 and M1 and between M1 and M3 was not different between HD patients and medical staff. These results indicated that stress was sufficient to increase ccf-gDNA levels both in HD patients and medical staff. However, the correction of increased ccf-gDNA levels was delayed in HD patients.",23.26769650398979,13.418146236208589
The medical staff caring for those patients had to wear level D personal protection equipment during work and were isolated in their homes after work 2,0.16348209982953932,1.8984441757202148,1.599622368812561,c131556f-5f3d-4e1d-8c21-02291461ceba,comm_use_subset/Inevitable isolation and the change of stress markers in hemodialysis patients during the 2015 MERS- CoV outbreak in Korea OPEN,"The HD unit was the principal location for the propagation of MERS infections in 2013 in Saudi Arabia 1 . One patient on maintenance hemodialysis (HD) in our hospital was infected with Middle East respiratory syndrome coronavirus (MERS-CoV) during the outbreak of MERS in Korea. The 83 HD patients and 12 medical staff were exposed to the MERS patient. Facing the possibility of a large epidemic, we had to follow the guidelines by National Disaster Management; thus, we decided to quarantine all exposed HD patients and medical staff in the hospital or their home. The medical staff caring for those patients had to wear level D personal protection equipment during work and were isolated in their homes after work 2 . Patients who were quarantined irrespective of their wishes suffered from isolation and fear of infection. Fortunately, no additional patients were infected with MERS-CoV, but all HD patients and medical staff experienced extreme physical and mental stress for the 17 days of isolation.",29.05777625226277,12.443964942238274
shrinking job market,0.2450058873682773,2.754236936569214,3.1937437057495117,83430772-f5f9-4848-8386-cb7304275d15,comm_use_subset/Factors influencing integration of TB services in general hospitals in two regions of China: a qualitative study,"""It is not possible to talk about the preferential policy. See, our clinical building was the shabbiest in the hospital, without a waiting room. Most of the patients wait under the tree; other departments at least have waiting rooms."" (GN, hospital staff) ""The infectious disease allowance was too humble to attract medical staff to work for the TB clinic. It was the shrinking job market that brought young graduates to work here, neither the payment nor promising future of the TB work."" (GN, hospital staff)",24.345924240690447,12.387260901748828
(n = 83),0.4029864002664307,3.322373151779175,4.068808555603027,fe60b0d3-58b0-4d32-81d0-e3a5f211ad68,comm_use_subset/Inevitable isolation and the change of stress markers in hemodialysis patients during the 2015 MERS- CoV outbreak in Korea OPEN,"(n = 83) and medical staff (n = 12) had to undergo dialysis treatment in an isolated environment. This study was performed to investigate the effects of stress caused by dialysis treatment under isolation. Plasma samples from the HD patients and medical staff were collected at the time of isolation(M0), the following month(M1), and three months after isolation(M3). Parameters for stress included circulating cell-free genomic DNA(ccf-gDNA), circulating cell-free mitochondria DNA(ccf-mtDNA), and pentraxin-3(PTX-3). Decreased values of Hct, kt/v and ca x p were recovered after the end of two weeks of isolation. The levels of ccf-gDNA and ccf-mtDNA were the highest at M0 and decreased gradually in both HD patients and the medical staff. The normalization of ccf-gDNA and ccf-mtDNA was significantly delayed in HD patients compared with the response in the medical staff. PTX-3 increased only in HD patients and was highest at M0, and it then gradually decreased. Medical isolation and subnormal quality of care during the MERS outbreak caused extreme stress in HD patients. Plasma cell-free DNA and PTX-3 seems to be good indicators of stress and quality of care in HD patients. Measurement of plasma cell-free genomic DNA and cell-free mitochondria DNA. Circulating cf-DNA was extracted from 200 μL of plasma using a QIAamp DNeasy Blood and Tissue kit (Qiagen, Valencia, Calif). The ccf-gDNA and ccf-mtDNA were amplified using a StepOnePlus real-time PCR system (Applied Biosystems, Massachusetts). Primers for the human NADH1 dehydrogenase 1 gene (ND1) were used for mtDNA, and primers for the human lipoprotein lipase gene (LPL) were used for gDNA. Standard DNA fragments of ND1 and LPL were synthesized using an Integrated DNA Technologies kit (IDT, Coralville, IA) for absolute quantification. The fragment solutions were 10-fold serially diluted. The concentrations of DNA were converted to copy number using the Andrew Staroscik Calculator for the absolute copy number from a template 33 . All samples were analyzed in duplicate, and a no-template negative control was included in every analysis.",21.553535924233003,12.348005683279982
our hospital,0.37152129864060107,2.2490921020507812,2.865474224090576,d66f4ff6-3d72-479c-b8f6-1af2f5f00cc3,comm_use_subset/Inevitable isolation and the change of stress markers in hemodialysis patients during the 2015 MERS- CoV outbreak in Korea OPEN,"A total of 83 HD patients and 12 medical staff in our hospital were isolated for 17 days because one patient was found to be infected with MERS. During a recent MERS outbreak in Saudi Arabia, many of infected patients were HD patients and medical staff in HD units and health care facilities 1 . Therefore, the quarantine of HD patients in our hospital was necessary for us to maintain dialysis and prevent additional infections. As an increasing number of people move easily between countries, dialysis units must be prepared in order to avoid the spread of infectious diseases while dialysis treatment continues.",25.065879131427973,12.097525807991673
occupied resources,0.6623664481387754,3.9070146083831787,3.6955318450927734,9d7896c3-4836-46c2-b37e-fb8610cc893a,comm_use_subset/Development of a resource modelling tool to support decision makers in pandemic influenza preparedness: The AsiaFluCap Simulator,"For resources that deplete, the tool calculates the required quantities, shortages or surpluses over the total pandemic period. These calculations are displayed in tables, bar charts and graphs, which provide a clear image of the resource output. In addition to the graphs that contain outbreak curves, the figures contain (for a number of resources) bars that provide an indication on the moment of depletion. For occupied resources, the AsiaFluCap Simulator displays the estimated resource needs, gaps or shortages, per pandemic peak day, in a table. The tables indicate resource gaps in red and surpluses in black. For medical doctors and nurses the tool provides insight on the moments of deficiencies in the number of available staff during the pandemic period.",19.752782733482825,11.855129151478359
hospital infection control system,0.49236828302723773,1.2279982566833496,2.1867401599884033,195b22ef-2999-4f1e-9a58-ff943a4d184e,comm_use_subset/A Novel Questionnaire to Ergonomically Assess Respirators among Health Care Staff: Development and Validation,"Given that the correct choice of respiratory protective equipment regardless of the specifications and limitations of the users reduces their efficiency and can lead to irreparable damages to medical staff and hospital infection control system, the ""N95 Respirator Masks Ergonomic Analysis among Medical Staff Inventory"" can present a full assessment of ergonomic aspects of a half-face respirator (24, 25) . It not only can help the mask designers to increase the quality of the product but also can be used by the respiratory protection program executors at the hospital in order to enable them to select the correct type of respirator.",25.923367437346876,11.292758573908046
HD patients and medical staff,0.4757439819607813,-0.1253628432750702,0.5164531469345093,d1da4f05-8f08-4c3b-82c8-bb82e7d054a5,comm_use_subset/Inevitable isolation and the change of stress markers in hemodialysis patients during the 2015 MERS- CoV outbreak in Korea OPEN,"Similarly, ccf-mtDNA (ND1) was elevated at M0 and was not different between HD patients and medical staff (Fig. 2 ). At M1, the level of ccf-mtDNA was significantly lower in medical staff than in HD patients. However, ccf-mtDNA levels in HD patients only began to decrease after M1. The delta values of ccf-mtDNA between M0 and M1 were significantly higher in medical staff than in HD patients, but these values between M1 and M3 were lower in medical staff than in HD patients. Hb and Hct were negatively correlated, and ferritin was positively correlated with the levels of ccf-mtDNA at M1 in HD patients (Fig. 3) . Levels of ccf-mtDNA were increased in both patients and medical staff, but processing was delayed in HD patients. An increase in ccf-mtDNA levels is associated with anemia and an acute reactive protein response.",30.769337685148543,11.023476887180625
Effect,0.3391187054980432,3.193469285964966,1.7144100666046143,9a995721-6156-4455-a6fc-836c869fa49c,comm_use_subset/Inevitable isolation and the change of stress markers in hemodialysis patients during the 2015 MERS- CoV outbreak in Korea OPEN,"Effect of isolation on PTX-3. PTX-3 levels were markedly elevated at M0, and higher levels were maintained at M1 in patients than in medical staff. These levels were similar between HD patients and medical staff at M3 (Fig. 4) . The levels of PTX-3 gradually decreased in HD patients from M0 to M3. When the patients were divided by average level of PTX-3 (4.4 ng/mL at M0), the high PTX-3 group showed higher levels of circulating cf-DNA at M0 and included more patients with DM-ESRD (Table 3) . Ferritin was slightly increased in the high PTX-3 group, but this difference was not statistically significant. PTX-3 levels correlated positively with levels ccf-gDNA and ccf-mtDNA at M0. At M1 and M3, PTX-3 levels were positively associated only with ccf-gDNA ( Supplementary Fig. S2 ). High PTX-3 group showed a more elevated level of circulating cf-DNA and included more DM-ESRD patients compared with low PTX-3 group.",19.61561052355197,10.055585262413418
"quarantine 12, 13",0.1581042539806708,0.6650170683860779,1.8149539232254028,401d8c71-ca48-4cc5-a32c-958d223fa3aa,comm_use_subset/Inevitable isolation and the change of stress markers in hemodialysis patients during the 2015 MERS- CoV outbreak in Korea OPEN,"This study found that circulating cf-DNA is abruptly elevated in not only patients but also medical staff. Living alone and working with protective equipment can cause high levels of mental and physical stress in not only patients but also healthcare workers during quarantine 12, 13 . The result that the level of ccf-gDNA was higher in the HD patients under SRI reflected their severe stress. Levels of circulating cf-DNA steadily decreased in both patients and staff after isolation, but the decrease was delayed in the HD patients. Circulating cf-DNA in plasma www.nature.com/scientificreports www.nature.com/scientificreports/ indicates inflammation or cell death following cellular stress and tissue damage 3 . ccf-mtDNA containing CpG DNA repeats is known to attract neutrophils and activate immune cells [14] [15] [16] [17] . Phagocytes quickly ingest the contents from apoptotic cells, therefore circulating cf-DNA is present in the circulation before phagocytes arrive 18 . When the engulfment of apoptotic bodies is reduced, or cell death is amplified, circulating cf-DNA can be substantially elevated 19 . Cellular apoptosis is common in HD patients due to chronic inflammation and immune dysfunction 20, 21 . We suspected that more cells had undergone apoptotic and necrotic cell death or immune cells could not process circulating cf-DNA in HD patients. Also, chronic inflammation related to uremia, malnutrition, www.nature.com/scientificreports www.nature.com/scientificreports/ and calcification might have caused the late recovery of circulating cf-DNA. However, this study did not find a difference in the levels of circulating cf-DNA between HD patients and medical staff. Stress circumstances might be related to higher levels of ccf-mtDNA because chronic stress could alter the mitochondrial structure and lead to mitochondrial damage 22, 23 . Healthcare workers, including nurses and medical doctors, are recognized as experiencing high levels of occupational stress 24 . Constantly elevated levels of circulating cf-DNA, especially ccf-mtDNA, are thought to reflect continuous occupational stress in our medical staff. We conducted a survey www.nature.com/scientificreports www.nature.com/scientificreports/ using Impact of Event Scale-Revised (IES-R) targeting the HD patients and medical staff at 12 months after the quarantine ( Supplementary Fig. 3 ) 25 . The results identified the IES-R score at post-MERS was higher in medical staff than in HD patients. And post-MERS IES-R scores correlated positively with levels of ccf-mtDNA at M1. Healthcare workers responded with higher levels of psychological stress during the 2003 SARS outbreak 26 . They more easily recognize someone who will need to be hospitalized or die from infectious diseases. Thus, they might have worried more about becoming infected by MERS-CoV whenever they contacted patients. The higher IES-R scores in medical staff reflected the greater psychological impact and physical work stress. However, circulating cf-DNA was still not higher in HD patients than in medical staff at M3. If chronic inflammation was the only reason for the delay in processing circulating cf-DNA, it would be elevated in HD patients at M3. Therefore, insufficient care could be the main factor that caused the delayed recovery of circulating cf-DNA.",23.591590491590374,9.869037816604093
